name,city,state,zipcode,country,cuisines,pickup_enabled,delivery_enabled,weighted_rating_value,aggregated_rating_count
Burger King,Manitowoc,WI,54220,US,American,True,True,2.4,42
Burger King,Manitowoc,WI,54220,US, Burger,True,True,2.4,42
Burger King,Manitowoc,WI,54220,US, Burgers,True,True,2.4,42
Burger King,Manitowoc,WI,54220,US, Family Meals,True,True,2.4,42
Burger King,Manitowoc,WI,54220,US, Fast Food,True,True,2.4,42
Burger King,Manitowoc,WI,54220,US, Subs & Sandwiches,True,True,2.4,42
Petro-Canada,Airdrie,AB,T4A,CA,Ben & Jerry's,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Café/Thé,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Coffee/Tea,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Convenience,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Cool Treats,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Crème Glacée,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Crèmerie,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Dessert,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Desserts,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Drinks,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Dépanneur,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Everyday Essentials,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Food & Drinks,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Fringales Nocturnes,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Grocery,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Gâteries Rafraîchissantes,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Home & Personal Care,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Ice Cream,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Ice Cream & Frozen Treats,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Late Night Cravings,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Nestle 4 Pour 2,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Nestle Buy 2 Get 2,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Nourriture Et Boissons,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Offers,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Offres,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Pepsi,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Sandwiches & Subs,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Sandwichs Et Sous-Marins,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Snacks,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Soup,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Soupe,True,True,4.1,1
Petro-Canada,Airdrie,AB,T4A,CA, Épicerie,True,True,4.1,1
Boba Bae,Ashwaubenon,WI,54304,US,American,True,True,4.0,88
Boba Bae,Ashwaubenon,WI,54304,US, Asian Food,True,True,4.0,88
Boba Bae,Ashwaubenon,WI,54304,US, Bubble Tea,True,True,4.0,88
Boba Bae,Ashwaubenon,WI,54304,US, Coffee & Tea,True,True,4.0,88
Boba Bae,Ashwaubenon,WI,54304,US, Dessert,True,True,4.0,88
1001 Nights Shawarma,Kitchener,ON,N2C,CA,Beau,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Bon,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Local,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Chicken,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Dessert,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Desserts,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Global Diversity Month,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Lebanese,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Local Goods,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Mediterranean,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Middle East,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Middle Eastern,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Mois Mondial De La Diversité,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Moyen-Oriental,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Must-Eat Restaurants,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Poulet,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Restos Incontournables,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Vegetarian,True,True,4.6,1077
1001 Nights Shawarma,Kitchener,ON,N2C,CA, Végétarien,True,True,4.6,1077
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA,Ailes,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Allergy Friendly,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, American,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Beau,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Bon,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Local,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Burgers,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Chicken,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Fait-Maison,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Fast Food,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Group Friendly,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Hamburgers,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Homemade,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Hot Deal Summer,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Local Goods,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Offers,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Offres,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Poulet,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Promos D'été,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Sandwich,True,True,4.6,30
Chirpyhut Fried Chicken (JlgJ),Richmond,BC,V6X 2B8,CA, Wings,True,True,4.6,30
7 West Cafe,Toronto,ON,M4Y 1R4,CA,2Pour1,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, 2pour1,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Alcohol,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Alcool,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Allergy Friendly,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Beau,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Bon,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Local,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Beer,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Ben & Jerry's,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Bière,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Bogo,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Breakfast,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Breakfast & Brunch,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Breakfast &Amp; Brunch,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Breakfast And Brunch,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Chicken,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Comfort Food,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Corona,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Crèmerie,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Desserts,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Déjeuner Et Brunch,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Dîner,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Fait-Maison,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Family Meals,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Food & Drinks,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Fringales Nocturnes,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Group Friendly,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Holiday Offers,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Homemade,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Ice Cream & Frozen Treats,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Italian,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Italien,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Labatt,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Late Night Cravings,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Local Goods,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Local Legends,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Lunch,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Légendes Locales,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Nourriture Et Boissons,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Offers,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Offres,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Offres Des Fêtes,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Pizza,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Poulet,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Sandwiches,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Sandwiches & Subs,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Sandwichs Et Sous-Marins,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Spirits,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Spiritueux,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Stella Artois,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Vin,True,True,4.4,354
7 West Cafe,Toronto,ON,M4Y 1R4,CA, Wine,True,True,4.4,354
Petro-Canada,Edmonton,AB,T6X,CA,Ben & Jerry's,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Café/Thé,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Coffee/Tea,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Convenience,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Cool Treats,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Crème Glacée,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Crèmerie,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Dessert,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Desserts,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Drinks,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Dépanneur,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Everyday Essentials,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Food & Drinks,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Fringales Nocturnes,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Grocery,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Gâteries Rafraîchissantes,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Home & Personal Care,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Ice Cream,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Ice Cream & Frozen Treats,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Late Night Cravings,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Nestle 4 Pour 2,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Nestle Buy 2 Get 2,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Nourriture Et Boissons,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Offers,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Offres,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Pepsi,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Sandwiches & Subs,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Sandwichs Et Sous-Marins,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Snacks,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Soup,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Soupe,True,True,4.8,1
Petro-Canada,Edmonton,AB,T6X,CA, Épicerie,True,True,4.8,1
El Valle Verde,Cincinnati,OH,45205,US,Burritos,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Dessert,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Kids Menu,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Latin American,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Mexican,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Mexican Food,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, New Mexican,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Seafood,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Tacos,True,True,2.4,5
El Valle Verde,Cincinnati,OH,45205,US, Vegetarian,True,True,2.4,5
Rock Salad,Dubuque,IA,52001,US,American,True,True,4.3,35
Rock Salad,Dubuque,IA,52001,US, Bowls,True,True,4.3,35
Rock Salad,Dubuque,IA,52001,US, Dessert,True,True,4.3,35
Rock Salad,Dubuque,IA,52001,US, Healthy Food,True,True,4.3,35
Rock Salad,Dubuque,IA,52001,US, Salads,True,True,4.3,35
Rock Salad,Dubuque,IA,52001,US, Vegetarian,True,True,4.3,35
Etoile Mirabel,Mirabel,QC,J7J,CA,American,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Beau,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Bon,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Local,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Burgers,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Dessert,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Desserts,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Fruits De Mer,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Hamburgers,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Italian,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Italien,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Local Goods,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Local Legends,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Légendes Locales,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Pasta,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Pizza,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Pâtes,True,True,4.6,35
Etoile Mirabel,Mirabel,QC,J7J,CA, Seafood,True,True,4.6,35
Petro-Canada,Burlington,ON,L7L,CA,Baby,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Ben & Jerry's,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Convenience,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Cool Treats,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Drinks,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Dépanneur,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Everyday Essentials,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Fringales Nocturnes,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Grocery,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Gâteries Rafraîchissantes,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Home & Personal Care,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Late Night Cravings,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Nestle 4 Pour 2,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Nestle Buy 2 Get 2,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, New,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Nouveau,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Offers,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Offres,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Pepsi,True,True,4.7,1
Petro-Canada,Burlington,ON,L7L,CA, Snacks,True,True,4.7,1
J. Alexander's : Jacksonville,Jacksonville,FL,32246,US,American (New),True,True,4.1,34
J. Alexander's : Jacksonville,Jacksonville,FL,32246,US, Comfort Food,True,True,4.1,34
J. Alexander's : Jacksonville,Jacksonville,FL,32246,US, Desserts,True,True,4.1,34
J. Alexander's : Jacksonville,Jacksonville,FL,32246,US, Steakhouses,True,True,4.1,34
Petro-Canada,Burlington,ON,L7L,CA,Baby,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Ben & Jerry's,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Café/Thé,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Coffee/Tea,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Convenience,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Cool Treats,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Crème Glacée,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Crèmerie,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Dessert,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Desserts,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Drinks,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Dépanneur,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Everyday Essentials,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Food & Drinks,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Fringales Nocturnes,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Grocery,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Gâteries Rafraîchissantes,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Home & Personal Care,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Ice Cream,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Ice Cream & Frozen Treats,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Late Night Cravings,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Nourriture Et Boissons,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Offers,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Offres,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Pepsi,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Snacks,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Soup,True,True,4.5,1
Petro-Canada,Burlington,ON,L7L,CA, Soupe,True,True,4.5,1
Petro-Canada,Montréal,QC,H3S,CA,Convenience,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Everyday Essentials,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Grocery,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Home & Personal Care,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Home &Amp; Personal Care,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Nestle 4 Pour 2,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Nestle Buy 2 Get 2,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Offers,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Offres,True,True,4.7,73
Petro-Canada,Montréal,QC,H3S,CA, Snacks,True,True,4.7,73
A&W,Red Deer,AB,T4R,CA,American,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Breakfast & Brunch,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Burgers,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Canadian,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Canadien,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Chicken,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Crèmerie,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Déjeuner Et Brunch,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Fast Food,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Hamburgers,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Ice Cream & Frozen Treats,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Locally Sourced,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Poulet,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Prêt-À-Manger,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Sandwiches & Subs,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Sandwichs Et Sous-Marins,True,True,3.7,1
A&W,Red Deer,AB,T4R,CA, Source Locale,True,True,3.7,1
A&W,Laval,QC,H7V 2W6,CA,American,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Breakfast & Brunch,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Burgers,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Canadian,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Canadien,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Chicken,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Crèmerie,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Déjeuner Et Brunch,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Family Meals,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Fast Food,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Hamburgers,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Ice Cream & Frozen Treats,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Locally Sourced,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Poulet,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Prêt-À-Manger,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Repas Familial,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Sandwiches & Subs,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Sandwichs Et Sous-Marins,False,True,4.3,1
A&W,Laval,QC,H7V 2W6,CA, Source Locale,False,True,4.3,1
Petro-Canada,Regina,SK,S4N,CA,Ben & Jerry's,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Café/Thé,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Coffee/Tea,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Convenience,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Cool Treats,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Crème Glacée,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Crèmerie,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Dessert,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Desserts,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Drinks,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Dépanneur,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Everyday Essentials,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Food & Drinks,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Fringales Nocturnes,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Grocery,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Gâteries Rafraîchissantes,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Home & Personal Care,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Ice Cream,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Ice Cream & Frozen Treats,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Late Night Cravings,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Nestle 4 Pour 2,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Nestle Buy 2 Get 2,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Nourriture Et Boissons,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Offers,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Offres,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Pepsi,True,True,3.6,1
Petro-Canada,Regina,SK,S4N,CA, Snacks,True,True,3.6,1
